iter	Passed	Remaining
143	5055	30053
144	5088	30003
145	5122	29963
146	5155	29914
147	5189	29877
148	5222	29828
149	5254	29776
150	5288	29736
151	5322	29691
152	5358	29663
153	5393	29627
154	5427	29589
155	5460	29542
156	5494	29502
157	5528	29460
158	5562	29422
159	5595	29375
160	5629	29335
161	5661	29288
162	5695	29245
163	5728	29202
164	5763	29164
165	5861	29448
166	5952	29691
167	6059	30008
168	6123	30108
169	6203	30287
170	6251	30307
171	6285	30259
172	6321	30218
173	6355	30170
174	6388	30117
175	6422	30071
176	6457	30027
177	6490	29970
178	6524	29925
179	6559	29880
180	6591	29827
181	6623	29771
182	6655	29714
183	6688	29663
184	6729	29646
185	6849	29974
186	6949	30214
187	7059	30491
188	7127	30585
189	7193	30668
190	7238	30657
191	7284	30654
192	7341	30695
193	7388	30695
194	7433	30684
195	7476	30667
196	7538	30728
197	7581	30709
198	7625	30692
199	7669	30679
200	7727	30718
201	7840	30974
202	7967	31281
203	8067	31480
204	8195	31784
205	8339	32142
206	8383	32116
207	8425	32082
208	8472	32066
209	8519	32047
210	8571	32050
211	8639	32112
212	8691	32115
213	8738	32094
214	8784	32074
215	8822	32023
216	8859	31966
217	8894	31905
218	8930	31847
219	8971	31807
220	9008	31754
221	9049	31713
222	9083	31649
223	9123	31605
224	9154	31533
225	9194	31489
226	9234	31445
227	9268	31382
228	9300	31312
229	9332	31244
230	9367	31184
231	9401	31123
232	9434	31056
233	9469	30997
234	9503	30935
235	9539	30880
236	9571	30813
237	9605	30752
238	9638	30690
239	9672	30629
240	9708	30575
241	9741	30511
242	9774	30450
243	9808	30389
244	9842	30330
245	9875	30269
246	9907	30203
247	9944	30152
248	9977	30093
249	10010	30030
250	10046	29980
251	10079	29918
252	10113	29862
253	10149	29808
254	10184	29755
255	10218	29697
256	10251	29637
257	10286	29582
258	10322	29531
259	10355	29472
260	10388	29413
261	10422	29357
262	10456	29301
263	10490	29246
264	10522	29185
265	10555	29127
266	10588	29069
267	10622	29014
268	10656	28960
269	10688	28898
270	10722	28844
271	10755	28787
272	10787	28727
273	10822	28675
274	10857	28623
275	10889	28564
276	10922	28509
277	10955	28452
278	10988	28397
279	11024	28349
280	11061	28304
281	11099	28260
282	11137	28217
283	11173	28169
284	11216	28138
285	11256	28101
286	11290	28049
287	11323	27995
288	11358	27944
289	11392	27891
290	11423	27833
291	11456	27777
292	11488	27722
293	11523	27672
294	11556	27618
295	11590	27567
296	11624	27514
297	11657	27460
298	11690	27407
299	11724	27357
300	11758	27306
301	11803	27280
302	11847	27252
303	11886	27214
304	11925	27174
305	11961	27127
306	11996	27079
307	12031	27031
308	12065	26980
309	12100	26933
310	12135	26884
311	12169	26834
312	12202	26782
313	12236	26733
314	12269	26681
315	12303	26630
316	12334	26575
317	12367	26524
318	12401	26475
319	12435	26425
320	12467	26371
321	12511	26343
322	12545	26295
323	12579	26245
324	12612	26195
325	12645	26144
326	12680	26097
327	12713	26047
328	12746	25997
329	12778	25943
330	12810	25892
331	12846	25846
332	12878	25795
333	12913	25748
334	12947	25702
335	12981	25654
336	13015	25606
337	13050	25559
338	13084	25512
339	13121	25471
340	13168	25448
341	13202	25400
342	13236	25353
343	13290	25344
344	13399	25440
345	13463	25448
346	13546	25492
347	13581	25445
348	13615	25396
349	13651	25352
350	13683	25300
351	13716	25251
352	13750	25202
353	13785	25155
354	13819	25108
355	13856	25066
356	13888	25015
357	13920	24962
358	13955	24917
359	13988	24868
360	14019	24816
361	14053	24767
362	14086	24720
363	14143	24711
364	14227	24752
365	14329	24821
366	14400	24837
367	14434	24790
368	14468	24741
369	14502	24694
370	14537	24647
371	14571	24598
372	14604	24548
373	14639	24502
374	14673	24455
375	14709	24411
376	14745	24367
377	14778	24318
378	14813	24271
379	14852	24233
380	14894	24198
381	14928	24151
382	15016	24190
383	15088	24204
384	15181	24251
385	15238	24238
386	15272	24192
387	15304	24140
388	15345	24102
389	15379	24054
390	15413	24007
391	15447	23959
392	15481	23911
393	15514	23863
394	15548	23814
395	15584	23769
396	15618	23722
397	15652	23675
398	15688	23631
399	15731	23597
400	15773	23561
401	15863	23598
402	15991	23689
403	16069	23706
404	16105	23660
405	16138	23611
406	16172	23564
407	16205	23514
408	16238	23464
409	16273	23418
410	16308	23371
411	16342	23324
412	16377	23277
413	16416	23236
414	16454	23194
415	16489	23148
416	16523	23101
417	16558	23055
418	16593	23009
419	16625	22959
420	16657	22909
421	16689	22859
422	16723	22812
423	16762	22772
424	16798	22726
425	16836	22685
426	16872	22641
427	16905	22593
428	16939	22546
429	16972	22498
430	17006	22452
431	17040	22404
432	17077	22362
433	17111	22316
434	17146	22270
435	17181	22225
436	17222	22187
437	17256	22141
438	17290	22095
439	17327	22052
440	17360	22006
441	17394	21959
442	17428	21914
443	17471	21878
444	17509	21837
445	17539	21786
446	17571	21738
447	17605	21693
448	17639	21646
449	17674	21601
450	17706	21554
451	17740	21508
452	17775	21463
453	17811	21421
454	17848	21378
455	17884	21335
456	17920	21292
457	17953	21246
458	17984	21197
459	18018	21152
460	18052	21107
461	18087	21063
462	18121	21018
463	18155	20972
464	18189	20927
465	18222	20882
466	18256	20836
467	18292	20794
468	18329	20752
469	18364	20708
470	18396	20661
471	18428	20615
472	18464	20572
473	18499	20528
474	18531	20481
475	18563	20435
476	18593	20386
477	18626	20341
478	18659	20296
479	18694	20251
480	18730	20210
481	18764	20165
482	18801	20124
483	18841	20086
484	18877	20045
485	18911	20001
486	18944	19955
487	18978	19912
488	19009	19864
489	19043	19820
490	19077	19776
491	19110	19732
492	19144	19688
493	19178	19644
494	19213	19601
495	19249	19560
496	19284	19516
497	19322	19477
498	19356	19434
499	19389	19389
500	19425	19347
501	19472	19317
502	19509	19276
503	19543	19233
504	19576	19189
505	19607	19142
506	19640	19098
507	19676	19056
508	19708	19011
509	19744	18970
510	19778	18926
511	19814	18885
512	19849	18843
513	19881	18798
514	19916	18756
515	19950	18712
516	19984	18670
517	20017	18625
518	20050	18582
519	20084	18539
520	20116	18495
521	20150	18452
522	20185	18410
523	20221	18369
524	20262	18332
525	20296	18290
526	20333	18249
527	20365	18205
528	20399	18162
529	20433	18120
530	20466	18076
531	20500	18034
532	20537	17994
533	20570	17951
534	20604	17908
535	20635	17863
536	20670	17822
537	20705	17780
538	20737	17736
539	20772	17695
540	20811	17656
541	20845	17614
542	20878	17571
543	20914	17531
544	20947	17488
545	20981	17446
546	21016	17404
547	21051	17363
548	21084	17320
549	21119	17279
550	21152	17236
551	21183	17192
552	21217	17150
553	21251	17108
554	21288	17068
555	21323	17027
556	21358	16987
557	21393	16946
558	21431	16907
559	21468	16868
560	21501	16825
561	21535	16783
562	21571	16743
563	21605	16701
564	21640	16661
565	21675	16620
566	21708	16578
567	21742	16536
568	21779	16497
569	21813	16455
570	21848	16414
571	21882	16373
572	21915	16331
573	21949	16289
574	21984	16249
575	22017	16207
576	22053	16167
577	22090	16128
578	22126	16088
579	22157	16045
580	22190	16003
581	22223	15961
582	22257	15919
583	22295	15881
584	22328	15839
585	22361	15797
586	22394	15756
587	22435	15719
588	22475	15683
589	22510	15642
590	22544	15601
591	22577	15559
592	22609	15518
593	22642	15476
594	22675	15434
595	22708	15393
596	22743	15352
597	22780	15313
598	22815	15274
599	22853	15235
600	22888	15195
601	22932	15161
602	22973	15125
603	23006	15084
604	23042	15044
605	23077	15003
606	23110	14962
607	23144	14922
608	23179	14881
609	23210	14839
610	23242	14797
611	23279	14758
612	23316	14720
613	23349	14679
614	23383	14638
615	23417	14598
616	23451	14557
617	23486	14517
618	23521	14477
619	23554	14436
620	23587	14395
621	23619	14353
622	23651	14312
623	23685	14271
624	23716	14229
625	23750	14189
626	23790	14152
627	23829	14115
628	23877	14083
629	23933	14056
630	23978	14022
631	24017	13984
632	24057	13947
633	24096	13910
634	24136	13873
635	24174	13835
636	24214	13798
637	24253	13761
638	24296	13726
639	24330	13685
640	24367	13647
641	24399	13606
642	24433	13565
643	24469	13526
644	24501	13485
645	24532	13443
646	24566	13403
647	24603	13364
648	24638	13325
649	24676	13287
650	24713	13248
651	24752	13211
652	24791	13173
653	24825	13134
654	24861	13094
655	24899	13056
656	24932	13016
657	24969	12977
658	25015	12944
659	25061	12910
660	25104	12875
661	25148	12839
662	25191	12804
663	25236	12770
664	25283	12736
665	25320	12698
666	25356	12659
667	25392	12620
668	25427	12580
669	25462	12541
670	25495	12500
671	25529	12460
672	25564	12421
673	25600	12382
674	25634	12342
675	25668	12302
676	25701	12262
677	25737	12223
678	25775	12185
679	25811	12146
680	25853	12110
681	25890	12071
682	25924	12032
683	25961	11993
684	25994	11953
685	26026	11913
686	26061	11873
687	26096	11834
688	26132	11795
689	26166	11755
690	26198	11715
691	26232	11675
692	26271	11638
693	26309	11600
694	26345	11561
695	26382	11523
696	26416	11483
697	26451	11444
698	26485	11405
699	26518	11365
700	26552	11325
701	26598	11290
702	26635	11252
703	26670	11213
704	26703	11174
705	26737	11134
706	26776	11096
707	26810	11057
708	26846	11018
709	26881	10979
710	26916	10940
711	26950	10901
712	26984	10861
713	27018	10822
714	27054	10783
715	27088	10744
716	27124	10706
717	27158	10666
718	27192	10627
719	27227	10588
720	27264	10550
721	27299	10511
722	27331	10471
723	27366	10432
724	27403	10394
725	27445	10358
726	27477	10318
727	27511	10279
728	27546	10240
729	27580	10200
730	27614	10161
731	27649	10122
732	27682	10083
733	27717	10044
734	27754	10006
735	27790	9968
736	27823	9928
737	27858	9890
738	27892	9851
739	27926	9812
740	27961	9773
741	27995	9734
742	28030	9695
743	28062	9656
744	28096	9617
745	28130	9577
746	28164	9538
747	28197	9499
748	28233	9461
749	28270	9423
750	28306	9385
751	28339	9346
752	28372	9306
753	28405	9267
754	28438	9228
755	28473	9189
756	28507	9151
757	28540	9111
758	28575	9073
759	28608	9034
760	28643	8995
761	28676	8956
762	28708	8917
763	28741	8878
764	28778	8840
765	28823	8804
766	28855	8765
767	28891	8727
768	28925	8688
769	28958	8649
770	28997	8612
771	29040	8576
772	29080	8539
773	29120	8502
774	29157	8465
775	29197	8428
776	29243	8392
777	29288	8357
778	29332	8321
779	29374	8285
780	29419	8249
781	29463	8213
782	29505	8177
783	29547	8140
784	29589	8104
785	29631	8067
786	29672	8030
787	29715	7994
788	29757	7957
789	29799	7921
790	29843	7885
791	29897	7851
792	29947	7817
793	30019	7788
794	30084	7757
795	30154	7728
796	30223	7698
797	30283	7665
798	30352	7635
799	30397	7599
800	30444	7563
801	30491	7527
802	30530	7490
803	30567	7451
804	30603	7413
805	30649	7377
806	30706	7343
807	30747	7306
808	30787	7268
809	30822	7230
810	30857	7191
811	30892	7152
812	30931	7114
813	30971	7077
814	31007	7038
815	31044	7000
816	31075	6960
817	31111	6922
818	31143	6882
819	31176	6843
820	31254	6814
821	31356	6790
822	31428	6759
823	31506	6729
824	31579	6698
825	31646	6666
826	31696	6630
827	31735	6592
828	31773	6553
829	31812	6515
830	31847	6476
831	31894	6440
832	31930	6401
833	31967	6362
834	32004	6324
835	32041	6285
836	32077	6246
837	32116	6208
838	32150	6169
839	32190	6131
840	32225	6092
841	32258	6053
842	32292	6014
843	32329	5975
844	32373	5938
845	32426	5902
846	32465	5864
847	32502	5825
848	32537	5786
849	32576	5748
850	32613	5710
851	32654	5672
852	32690	5633
853	32724	5594
854	32776	5558
855	32827	5522
856	32874	5485
857	32910	5446
858	32945	5407
859	32977	5368
860	33012	5329
861	33045	5290
862	33080	5251
863	33113	5212
864	33151	5173
865	33188	5135
866	33223	5096
867	33257	5057
868	33292	5018
869	33325	4979
870	33362	4941
871	33403	4903
872	33470	4869
873	33524	4833
874	33587	4798
875	33648	4763
876	33714	4728
877	33795	4695
878	33860	4661
879	33948	4629
880	34026	4596
881	34084	4560
882	34152	4525
883	34202	4488
884	34278	4454
885	34351	4419
886	34417	4384
887	34512	4352
888	34570	4316
889	34638	4281
890	34695	4244
891	34751	4207
892	34804	4170
893	34853	4132
894	34899	4094
895	34940	4055
896	34977	4016
897	35021	3977
898	35067	3939
899	35137	3904
900	35202	3868
901	35272	3832
902	35338	3796
903	35401	3759
904	35454	3721
905	35497	3683
906	35566	3646
907	35663	3613
908	35733	3577
909	35807	3541
910	35870	3504
911	35938	3467
912	36007	3431
913	36076	3394
914	36185	3361
915	36252	3324
916	36308	3286
917	36361	3248
918	36409	3209
919	36454	3169
920	36504	3131
921	36560	3092
922	36619	3054
923	36683	3017
924	36745	2979
925	36798	2940
926	36855	2902
927	36919	2864
928	36981	2826
929	37054	2789
930	37122	2751
931	37183	2712
932	37234	2673
933	37309	2636
934	37372	2598
935	37446	2560
936	37536	2523
937	37587	2484
938	37638	2445
939	37690	2405
940	37753	2367
941	37786	2326
942	37852	2288
943	37931	2250
944	38003	2211
945	38076	2173
946	38148	2135
947	38227	2096
948	38323	2059
949	38400	2021
950	38471	1982
951	38575	1944
952	38663	1906
953	38752	1868
954	38798	1828
955	38846	1787
956	38888	1747
957	38929	1706
958	38968	1666
959	39010	1625
960	39053	1584
961	39100	1544
962	39142	1503
963	39183	1463
964	39223	1422
965	39260	1381
966	39302	1341
967	39340	1300
968	39383	1259
969	39423	1219
970	39461	1178
971	39503	1137
972	39550	1097
973	39593	1056
974	39638	1016
975	39689	975
976	39741	935
977	39792	895
978	39848	854
979	39901	814
980	39959	773
981	40016	733
982	40070	692
983	40127	652
984	40185	611
985	40241	571
986	40297	530
987	40351	490
988	40406	449
989	40456	408
990	40508	367
991	40550	327
992	40599	286
993	40659	245
994	40714	204
995	40772	163
996	40825	122
997	40883	81
998	40935	40
999	40976	0
