iter	RMSE
528	61220.39622
529	61179.90205
530	61165.60895
531	61132.56527
532	61118.99164
533	61102.71936
534	61057.81947
535	61032.19081
536	60995.35123
537	60973.91687
538	60940.32869
539	60916.36762
540	60885.47419
541	60871.37692
542	60842.80444
543	60818.74532
544	60800.47318
545	60771.24812
546	60757.4916
547	60735.72451
548	60702.93156
549	60668.18831
550	60648.28541
551	60620.38096
552	60601.02179
553	60576.44263
554	60539.39665
555	60513.23452
556	60488.98038
557	60464.7829
558	60451.26764
559	60418.80967
560	60395.86353
561	60374.60363
562	60352.843
563	60329.2688
564	60310.86105
565	60292.50723
566	60267.38272
567	60249.3704
568	60231.6242
569	60216.43146
570	60189.96128
571	60168.01119
572	60133.7817
573	60096.14042
574	60081.88397
575	60063.87023
576	60032.93712
577	60022.97494
578	60000.52906
579	59993.19447
580	59966.12572
581	59954.24097
582	59928.88201
583	59905.12142
584	59879.62302
585	59871.89671
586	59848.60683
587	59833.97209
588	59818.49895
589	59785.72808
590	59773.90864
591	59752.77599
592	59738.45348
593	59723.44268
594	59699.99493
595	59683.50814
596	59651.37767
597	59622.81477
598	59601.46197
599	59579.80371
600	59557.78056
601	59543.28041
602	59508.33359
603	59479.84122
604	59461.30051
605	59424.49494
606	59406.89419
607	59401.08866
608	59381.75107
609	59364.47381
610	59344.76177
611	59325.93722
612	59309.47504
613	59287.78871
614	59270.40579
615	59243.35984
616	59202.64099
617	59178.4166
618	59174.93681
619	59152.49494
620	59134.67004
621	59122.6695
622	59110.85488
623	59095.5278
624	59067.19719
625	59039.40048
626	59024.87958
627	58993.75147
628	58980.63259
629	58956.42501
630	58934.89563
631	58927.78304
632	58889.46662
633	58876.01961
634	58846.44878
635	58830.09746
636	58812.86353
637	58785.38334
638	58752.715
639	58731.61759
640	58702.75957
641	58669.46433
642	58636.63878
643	58610.66257
644	58601.57976
645	58579.68543
646	58558.61852
647	58538.99625
648	58527.83435
649	58512.46175
650	58488.60269
651	58459.99484
652	58428.13232
653	58401.70391
654	58374.87563
655	58351.26335
656	58334.68983
657	58305.27134
658	58281.53101
659	58265.59159
660	58250.42612
661	58237.97985
662	58209.725
663	58200.836
664	58174.9763
665	58154.7173
666	58129.79904
667	58119.72403
668	58088.20552
669	58061.16639
670	58040.0662
671	58023.13222
672	57986.50039
673	57967.26064
674	57951.83083
675	57923.96589
676	57897.28853
677	57883.45899
678	57874.24905
679	57853.92732
680	57836.25479
681	57820.2497
682	57794.16171
683	57774.67742
684	57746.56994
685	57716.40058
686	57682.84313
687	57673.27573
688	57665.28234
689	57650.09701
690	57636.4295
691	57611.27292
692	57592.06783
693	57578.94077
694	57556.04782
695	57538.35097
696	57518.62876
697	57500.74491
698	57476.42679
699	57453.82878
700	57444.5269
701	57428.25494
702	57405.28216
703	57386.11179
704	57365.93069
705	57342.1497
706	57301.28617
707	57277.62858
708	57249.37171
709	57228.04525
710	57213.55103
711	57188.1141
712	57175.92171
713	57157.27163
714	57133.14468
715	57113.76634
716	57092.19045
717	57057.66366
718	57048.04596
719	57029.2123
720	57012.10696
721	56992.5599
722	56975.18088
723	56950.14672
724	56930.52433
725	56919.91933
726	56897.7795
727	56881.9471
728	56862.61583
729	56825.43089
730	56802.78042
731	56782.69845
732	56766.31924
733	56733.47425
734	56723.88323
735	56694.55787
736	56665.07155
737	56651.41966
738	56642.61807
739	56631.33404
740	56615.94372
741	56598.13088
742	56573.15518
743	56545.96499
744	56533.66774
745	56516.52592
746	56500.75918
747	56475.8107
748	56465.02038
749	56434.46615
750	56419.38778
751	56401.10901
752	56364.91264
753	56331.17751
754	56304.33348
755	56289.61446
756	56270.17844
757	56240.49686
758	56224.36418
759	56208.63847
760	56193.79856
761	56185.61534
762	56167.34366
763	56143.59
764	56130.87071
765	56115.31166
766	56102.38621
767	56079.95
768	56073.76132
769	56060.95764
770	56038.79822
771	56029.00791
772	56000.69013
773	55978.1799
774	55952.78515
775	55940.36454
776	55929.02336
777	55901.80198
778	55876.07337
779	55853.00591
780	55830.74528
781	55821.88128
782	55800.50977
783	55790.6474
784	55764.80258
785	55732.74145
786	55711.07126
787	55690.567
788	55681.70807
789	55653.74145
790	55636.97311
791	55620.98832
792	55593.61433
793	55576.70873
794	55560.78746
795	55549.31109
796	55528.90659
797	55519.46387
798	55498.67501
799	55477.96304
800	55466.74511
801	55450.72044
802	55409.54646
803	55381.85062
804	55369.43896
805	55357.28046
806	55351.41521
807	55324.11466
808	55303.47315
809	55277.65792
810	55258.96178
811	55236.56442
812	55219.99269
813	55205.75958
814	55173.5392
815	55161.4125
816	55148.57695
817	55126.10203
818	55099.25141
819	55063.00236
820	55038.43004
821	55023.63722
822	55016.42041
823	54991.00459
824	54970.71243
825	54958.58743
826	54944.62568
827	54916.82807
828	54901.46184
829	54876.79799
830	54850.53521
831	54833.48738
832	54815.43197
833	54797.37223
834	54778.8528
835	54755.55718
836	54740.17497
837	54732.99884
838	54699.70215
839	54676.35038
840	54663.29073
841	54646.65209
842	54631.17831
843	54611.24984
844	54591.20259
845	54570.32777
846	54560.03365
847	54528.60426
848	54524.31425
849	54501.34341
850	54488.39053
851	54468.11701
852	54452.54157
853	54424.90511
854	54407.94661
855	54387.49815
856	54366.68273
857	54360.08688
858	54351.81686
859	54328.6658
860	54307.09262
861	54286.67667
862	54268.31875
863	54252.63408
864	54234.91185
865	54222.83346
866	54190.63897
867	54175.07115
868	54162.12934
869	54141.38073
870	54122.74092
871	54104.59489
872	54085.95537
873	54069.73525
874	54054.0442
875	54037.9225
876	54026.18414
877	54017.97337
878	53998.59254
879	53977.83031
880	53972.31902
881	53961.60896
882	53935.68685
883	53926.12261
884	53898.53197
885	53885.50007
886	53861.31354
887	53843.22297
888	53828.15791
889	53820.19272
890	53794.62825
891	53784.08957
892	53761.61221
893	53752.92301
894	53732.32394
895	53720.63974
896	53713.26797
897	53706.85044
898	53688.76069
899	53669.26767
900	53658.68198
901	53634.08614
902	53616.82733
903	53615.94739
904	53590.18003
905	53579.93178
906	53567.7039
907	53554.0099
908	53544.27343
909	53535.09132
910	53511.61932
911	53499.34605
912	53487.89753
913	53477.04105
914	53458.57485
915	53438.90565
916	53415.63691
917	53388.62313
918	53379.36427
919	53360.3494
920	53343.07699
921	53330.69031
922	53319.53944
923	53301.45541
924	53281.30014
925	53264.17983
926	53248.5654
927	53208.46288
928	53179.42526
929	53154.77135
930	53133.19474
931	53105.48227
932	53096.30961
933	53090.60946
934	53057.5231
935	53041.62956
936	53021.00459
937	53005.49794
938	52995.13592
939	52976.02023
940	52942.69455
941	52914.54268
942	52884.81341
943	52873.89226
944	52864.63331
945	52855.62944
946	52840.67895
947	52826.98393
948	52819.27503
949	52793.61432
950	52771.44191
951	52750.40131
952	52733.92508
953	52718.38255
954	52706.26519
955	52695.86626
956	52678.99932
957	52654.34749
958	52642.1419
959	52614.20198
960	52589.27376
961	52580.42934
962	52572.44055
963	52552.28284
964	52539.64544
965	52530.20709
966	52514.05897
967	52486.03592
968	52477.82037
969	52455.59126
970	52440.23915
971	52429.15558
972	52407.39047
973	52380.0696
974	52371.93996
975	52361.67534
976	52340.22105
977	52322.67456
978	52312.2746
979	52299.45314
980	52266.13288
981	52244.15968
982	52231.59602
983	52221.70232
984	52197.75342
985	52187.73197
986	52180.39572
987	52170.34312
988	52160.91072
989	52146.13744
990	52132.55407
991	52123.58814
992	52116.12757
993	52101.51467
994	52085.78905
995	52065.68364
996	52052.93123
997	52039.44993
998	52026.49508
999	52016.97812
1000	52007.83149
1001	51993.49098
1002	51973.20383
1003	51941.70514
1004	51926.38
1005	51910.74543
1006	51888.80707
1007	51872.3344
1008	51861.20741
1009	51847.2451
1010	51832.66232
1011	51818.18734
1012	51802.51209
1013	51792.0191
1014	51770.72677
1015	51760.97741
1016	51744.90515
1017	51732.76819
1018	51722.96234
1019	51698.77722
1020	51680.07165
1021	51658.27546
1022	51643.94999
1023	51638.99157
1024	51625.49708
1025	51588.89355
1026	51566.75568
1027	51545.4045
1028	51535.54066
1029	51526.07085
1030	51514.18816
1031	51500.37419
1032	51483.27674
1033	51475.89124
1034	51464.29891
1035	51447.05458
1036	51430.91559
1037	51414.70846
1038	51400.41371
1039	51395.04572
1040	51385.36355
1041	51362.76781
1042	51354.26487
1043	51311.10906
1044	51299.4645
1045	51286.81545
1046	51266.65413
1047	51251.13991
1048	51237.94623
1049	51218.42568
1050	51208.89545
1051	51193.53926
1052	51170.75627
1053	51158.53163
1054	51125.82807
1055	51109.23238
1056	51102.10955
1057	51080.79144
1058	51070.921
1059	51056.55257
1060	51045.12181
1061	51033.51392
1062	51023.20582
1063	51016.56047
1064	51007.12453
1065	50990.76389
1066	50964.33295
1067	50954.80182
1068	50940.58579
1069	50919.70672
1070	50910.4872
1071	50891.06427
1072	50882.24544
1073	50869.54711
1074	50862.42595
1075	50836.65243
1076	50821.13867
1077	50798.69965
1078	50784.28528
1079	50771.34709
1080	50762.32686
1081	50750.40991
1082	50731.56195
1083	50726.10635
1084	50720.94566
1085	50704.06716
1086	50683.73311
1087	50663.12843
1088	50637.55354
1089	50621.46921
1090	50613.91073
1091	50597.49601
1092	50562.45942
1093	50550.77752
1094	50517.76473
1095	50506.34812
1096	50493.4379
1097	50485.84487
1098	50465.75573
1099	50454.79515
1100	50444.57961
1101	50443.84126
1102	50428.72118
1103	50418.54981
1104	50391.75566
1105	50376.11623
1106	50360.64059
1107	50347.94253
1108	50337.21892
1109	50315.88238
1110	50309.55634
1111	50297.30731
1112	50282.17466
1113	50268.98589
1114	50259.03006
1115	50245.62533
1116	50235.54899
1117	50226.06501
1118	50223.92196
1119	50203.80271
1120	50181.64049
1121	50156.90144
1122	50146.46242
1123	50135.14189
1124	50122.93956
1125	50095.4987
1126	50082.25837
1127	50072.95444
1128	50053.41254
1129	50038.73239
1130	50025.14744
1131	50016.01626
1132	50001.72103
1133	49977.86453
1134	49962.33135
1135	49949.94729
1136	49939.49432
1137	49929.1333
1138	49915.70541
1139	49909.32667
1140	49891.50043
1141	49875.52883
1142	49853.63962
1143	49841.36216
1144	49831.11672
1145	49819.77668
1146	49808.67257
1147	49791.23971
1148	49766.51698
1149	49733.86725
1150	49727.80174
1151	49713.52482
1152	49699.57795
1153	49685.40965
1154	49671.82047
1155	49657.93282
1156	49647.35106
1157	49642.6054
1158	49624.28431
1159	49603.75253
1160	49588.78924
1161	49577.40023
1162	49561.60546
1163	49550.78652
1164	49534.2637
1165	49513.5836
1166	49503.70557
1167	49489.68655
1168	49476.51672
1169	49471.21572
1170	49467.48652
1171	49455.70822
1172	49433.50196
1173	49423.15775
1174	49419.07899
1175	49398.22546
1176	49389.56951
1177	49359.90105
1178	49329.51194
1179	49319.91466
1180	49308.98657
1181	49303.30722
1182	49284.77134
1183	49275.06394
1184	49264.24001
1185	49257.7293
1186	49249.41055
1187	49232.72258
1188	49223.0028
1189	49215.01583
1190	49206.0852
1191	49184.38395
1192	49170.26731
1193	49163.5937
1194	49152.27708
1195	49136.67494
1196	49126.01969
1197	49101.93693
1198	49086.25105
1199	49074.39011
1200	49057.54779
1201	49045.07107
1202	49030.13845
1203	49008.54566
1204	48995.35663
1205	48989.20982
1206	48976.9278
1207	48969.19775
1208	48960.94543
1209	48948.65205
1210	48933.20813
1211	48932.44759
1212	48928.57942
1213	48902.15884
1214	48895.298
1215	48886.02411
1216	48870.94387
1217	48860.22786
1218	48841.22221
1219	48828.94548
1220	48809.66513
1221	48803.80378
1222	48787.9531
1223	48771.42061
1224	48764.95116
1225	48749.84535
1226	48737.8159
1227	48722.91847
1228	48705.12541
1229	48699.40115
1230	48681.15014
1231	48661.58188
1232	48646.21856
1233	48631.77963
1234	48627.80304
1235	48606.76765
1236	48598.46234
1237	48589.2824
1238	48577.25999
1239	48564.00241
1240	48555.08764
1241	48535.38784
1242	48521.98406
1243	48514.24991
1244	48507.62573
1245	48498.37928
1246	48485.77029
1247	48478.28208
1248	48454.67368
1249	48445.25337
1250	48435.11389
1251	48415.04719
1252	48397.59306
1253	48391.62494
1254	48378.84385
1255	48373.19586
1256	48363.13783
1257	48352.82604
1258	48341.63942
1259	48326.74343
1260	48311.51576
1261	48301.57471
1262	48286.72725
1263	48272.30373
1264	48258.83547
1265	48239.13446
1266	48224.24489
1267	48212.30257
1268	48194.49719
1269	48184.72989
1270	48181.15746
1271	48173.04919
1272	48157.58723
1273	48142.23409
1274	48123.00256
1275	48103.21272
1276	48089.43352
1277	48077.98626
1278	48063.53789
1279	48051.94482
1280	48034.5738
1281	48006.03017
1282	47993.18908
1283	47978.43756
1284	47966.29609
1285	47947.07248
1286	47937.77996
1287	47929.34588
1288	47914.98875
1289	47903.9883
1290	47887.15845
1291	47883.25411
1292	47868.793
1293	47848.56787
1294	47839.58002
1295	47833.49649
1296	47819.24656
1297	47817.48736
1298	47801.34616
1299	47787.12388
1300	47765.85347
1301	47758.07229
1302	47743.24747
1303	47738.45241
1304	47717.97442
1305	47711.49324
1306	47689.67793
1307	47688.8636
1308	47675.07629
1309	47661.93591
1310	47646.78172
1311	47633.20373
1312	47623.71595
1313	47611.26468
1314	47605.6794
1315	47599.45784
1316	47591.47965
1317	47575.31316
1318	47560.36192
1319	47555.06835
1320	47548.42123
1321	47530.77759
1322	47522.06583
1323	47518.41181
1324	47508.83489
1325	47495.76184
1326	47488.12896
1327	47475.40482
1328	47459.48814
1329	47440.67886
1330	47431.2498
1331	47418.51961
1332	47402.81154
1333	47382.72189
1334	47371.96024
1335	47362.91693
1336	47340.14826
1337	47335.41624
1338	47323.22768
1339	47313.67826
1340	47297.55521
1341	47289.90845
1342	47274.07846
1343	47266.83597
1344	47251.9738
1345	47245.83596
1346	47237.26643
1347	47214.76669
1348	47205.22274
1349	47192.25751
1350	47182.07826
1351	47171.23044
1352	47158.86887
1353	47149.371
1354	47133.46857
1355	47124.97736
1356	47111.7606
1357	47098.23679
1358	47087.97906
1359	47077.54033
1360	47067.56419
1361	47058.85494
1362	47042.39008
1363	47033.1334
1364	47026.86259
1365	47011.21741
1366	46996.51775
1367	46988.32557
1368	46975.17412
1369	46962.66657
1370	46947.55472
1371	46938.18652
1372	46925.12026
1373	46911.96382
1374	46894.497
1375	46880.66929
1376	46869.47697
1377	46860.18623
1378	46838.3248
1379	46832.30536
1380	46817.92401
1381	46809.43613
1382	46799.97328
1383	46769.86726
1384	46757.73928
1385	46745.16953
1386	46733.87912
1387	46715.91021
1388	46703.32586
1389	46691.39703
1390	46673.45572
1391	46664.6378
1392	46656.98733
1393	46643.56017
1394	46627.25839
1395	46617.64643
1396	46604.69989
1397	46594.24031
1398	46583.25205
1399	46569.83548
1400	46559.71973
1401	46548.01675
1402	46531.44819
1403	46525.64171
1404	46509.02789
1405	46499.73308
1406	46482.04028
1407	46475.18003
1408	46458.58073
1409	46441.60667
1410	46428.50927
1411	46420.86915
1412	46405.6888
1413	46393.93126
1414	46370.8798
1415	46359.79187
1416	46346.85665
1417	46330.7628
1418	46321.68316
1419	46308.96115
1420	46302.16739
1421	46292.75246
1422	46288.05131
1423	46278.37698
1424	46268.28243
1425	46257.5439
1426	46250.63977
1427	46247.0661
1428	46238.89213
1429	46226.91557
1430	46214.95611
1431	46207.04054
1432	46196.38222
1433	46188.6382
1434	46185.54583
1435	46176.23993
1436	46169.59272
1437	46157.25354
1438	46147.3449
1439	46139.24263
1440	46131.15292
1441	46116.24463
1442	46107.69451
1443	46095.29684
1444	46082.9036
1445	46073.08685
1446	46063.48579
1447	46042.20623
1448	46030.50674
1449	46018.31611
1450	46009.07279
1451	45990.86534
1452	45976.68689
1453	45969.19664
1454	45965.46002
1455	45951.06728
1456	45936.72036
1457	45919.80974
1458	45900.55717
1459	45888.28156
1460	45880.31
1461	45866.71909
1462	45860.68085
1463	45847.72946
1464	45833.26235
1465	45831.0932
1466	45823.9479
1467	45813.80532
1468	45805.20116
1469	45800.66905
1470	45788.25365
1471	45786.23765
1472	45768.12093
1473	45761.45927
1474	45738.33194
1475	45730.11963
1476	45712.24625
1477	45704.883
1478	45702.36964
1479	45702.1887
1480	45691.9819
1481	45665.24773
1482	45654.74874
1483	45651.45871
1484	45646.58975
1485	45636.95205
1486	45624.69859
1487	45623.65607
1488	45620.39837
1489	45612.01356
1490	45611.94616
1491	45602.24441
1492	45585.35734
1493	45563.53535
1494	45548.22253
1495	45544.61598
1496	45538.39811
1497	45523.97415
1498	45510.66388
1499	45500.47281
1500	45491.83491
1501	45480.1627
1502	45464.44369
1503	45449.5341
1504	45441.84592
1505	45425.83963
1506	45422.73341
1507	45417.76129
1508	45407.06407
1509	45399.0985
1510	45390.50773
1511	45379.66712
1512	45375.43477
1513	45345.08929
1514	45334.90455
1515	45329.03738
1516	45326.61174
1517	45320.2259
1518	45312.45325
1519	45293.39569
1520	45286.47353
1521	45270.90581
1522	45264.48527
1523	45255.71047
1524	45241.43497
1525	45226.83487
1526	45214.20639
1527	45194.53978
1528	45183.69058
1529	45174.66983
1530	45164.81397
1531	45160.1046
1532	45155.95399
1533	45153.17114
1534	45143.30069
1535	45126.23664
1536	45113.67429
1537	45111.07995
1538	45104.09639
1539	45096.3267
1540	45084.20307
1541	45077.37016
1542	45072.23512
1543	45067.33027
1544	45058.23014
1545	45045.77993
1546	45033.19355
1547	45028.6751
1548	45019.24024
1549	45005.988
1550	44989.79846
1551	44982.66752
1552	44971.84916
1553	44960.02271
1554	44957.64179
1555	44940.72239
1556	44940.41089
1557	44931.05813
1558	44930.7758
1559	44923.64387
1560	44917.66177
1561	44907.89282
1562	44901.66295
1563	44891.23876
1564	44880.5764
1565	44872.23807
1566	44866.9295
1567	44852.6929
1568	44842.09008
1569	44829.00127
1570	44818.01352
1571	44817.36395
1572	44807.92437
1573	44797.22902
1574	44788.33581
1575	44771.97324
1576	44753.18057
1577	44747.21249
1578	44730.24846
1579	44724.84205
1580	44712.27931
1581	44693.72662
1582	44693.17822
1583	44684.36644
1584	44680.15599
1585	44669.25464
1586	44655.59306
1587	44643.95799
1588	44636.48806
1589	44619.32781
1590	44612.79307
1591	44605.38221
1592	44593.82553
1593	44584.27286
1594	44582.49177
1595	44575.15626
1596	44572.46491
1597	44556.93711
1598	44549.52408
1599	44539.1752
1600	44531.46859
1601	44521.80747
1602	44511.05124
1603	44500.89567
1604	44489.61228
1605	44471.9869
1606	44457.53725
1607	44452.26948
1608	44447.44485
1609	44438.78194
1610	44420.77028
1611	44411.05547
1612	44405.07507
1613	44380.13782
1614	44368.77318
1615	44363.02246
1616	44354.4705
1617	44352.33259
1618	44336.59515
1619	44329.2399
1620	44327.2128
1621	44320.17086
1622	44304.1719
1623	44290.11099
1624	44275.51405
1625	44264.58913
1626	44254.14614
1627	44247.50116
1628	44245.68637
1629	44242.86317
1630	44236.28708
1631	44231.61201
1632	44224.59512
1633	44221.75274
1634	44212.54667
1635	44207.40047
1636	44195.02437
1637	44187.58736
1638	44177.8227
1639	44172.03144
1640	44146.31219
1641	44137.25141
1642	44129.82793
1643	44122.5176
1644	44110.77234
1645	44105.32109
1646	44102.63569
1647	44081.7802
1648	44074.35962
1649	44060.69943
1650	44058.26123
1651	44044.28486
1652	44028.6528
1653	44011.03252
1654	44000.70732
1655	43993.44349
1656	43980.76189
1657	43967.98675
1658	43961.79671
1659	43950.61152
1660	43944.2568
1661	43934.22669
1662	43928.77014
1663	43916.6246
1664	43905.29197
1665	43891.32877
1666	43882.03684
