iter	RMSE
1667	43873.1132
1668	43860.61103
1669	43853.56969
1670	43849.56551
1671	43841.26574
1672	43831.9124
1673	43824.63778
1674	43813.80359
1675	43808.36889
1676	43790.95954
1677	43780.34381
1678	43773.86293
1679	43758.03415
1680	43746.63684
1681	43735.0028
1682	43725.97261
1683	43719.43994
1684	43697.22876
1685	43686.95396
1686	43659.58013
1687	43649.27586
1688	43641.66967
1689	43624.38309
1690	43615.95559
1691	43611.15514
1692	43592.11149
1693	43589.89385
1694	43584.21522
1695	43575.86691
1696	43558.01872
1697	43554.55786
1698	43551.55058
1699	43535.90522
1700	43528.88588
1701	43520.98067
1702	43508.57049
1703	43499.61532
1704	43483.49019
1705	43465.58247
1706	43458.5462
1707	43446.96399
1708	43439.74916
1709	43436.48182
1710	43432.65112
1711	43424.8257
1712	43418.82619
1713	43412.3315
1714	43396.05477
1715	43381.84101
1716	43373.10596
1717	43357.18863
1718	43348.98599
1719	43336.93897
1720	43322.3496
1721	43309.66692
1722	43305.73442
1723	43298.62831
1724	43286.55085
1725	43269.49624
1726	43264.87792
1727	43256.22816
1728	43248.91645
1729	43240.23419
1730	43239.16293
1731	43224.93759
1732	43219.36853
1733	43208.55998
1734	43203.12655
1735	43184.68493
1736	43179.04734
1737	43169.32244
1738	43159.04761
1739	43157.21645
1740	43146.87976
1741	43140.77633
1742	43134.95503
1743	43122.4368
1744	43116.58359
1745	43108.25257
1746	43098.93495
1747	43086.24219
1748	43077.02514
1749	43069.80431
1750	43058.18767
1751	43053.78475
1752	43045.86345
1753	43037.92218
1754	43026.72578
1755	43019.44605
1756	43006.58861
1757	42998.96689
1758	42988.38542
1759	42972.36527
1760	42963.75724
1761	42959.84542
1762	42950.41922
1763	42938.92494
1764	42928.87253
1765	42913.33033
1766	42906.98578
1767	42905.58092
1768	42891.45599
1769	42869.33969
1770	42861.06284
1771	42855.09739
1772	42841.93352
1773	42830.83948
1774	42820.45239
1775	42800.37091
1776	42792.61576
1777	42774.32819
1778	42764.51807
1779	42760.4082
1780	42750.72318
1781	42744.92892
1782	42740.4531
1783	42730.39077
1784	42721.43938
1785	42713.95052
1786	42705.38254
1787	42679.96389
1788	42671.05745
1789	42664.72158
1790	42660.30885
1791	42649.21899
1792	42641.98832
1793	42637.75387
1794	42622.42645
1795	42618.99448
1796	42616.04139
1797	42608.58825
1798	42596.93199
1799	42589.21329
1800	42579.70889
1801	42564.09873
1802	42554.18566
1803	42541.594
1804	42525.33303
1805	42512.55041
1806	42505.80689
1807	42491.82583
1808	42486.24353
1809	42474.86831
1810	42470.0708
1811	42465.37908
1812	42455.23312
1813	42449.73995
1814	42439.90478
1815	42430.14133
1816	42419.8238
1817	42411.33546
1818	42405.46285
1819	42394.67917
1820	42385.99963
1821	42374.12133
1822	42362.16344
1823	42350.68828
1824	42342.27245
1825	42329.95555
1826	42323.54215
1827	42311.43105
1828	42293.42992
1829	42283.61465
1830	42275.70656
1831	42266.28166
1832	42261.05788
1833	42244.36411
1834	42234.77176
1835	42225.45598
1836	42216.53256
1837	42201.73981
1838	42195.70974
1839	42183.49219
1840	42174.87452
1841	42167.40764
1842	42156.04463
1843	42153.72153
1844	42146.45664
1845	42137.08669
1846	42114.80005
1847	42111.11391
1848	42103.39069
1849	42097.17932
1850	42091.51563
1851	42084.28016
1852	42059.6972
1853	42051.00471
1854	42044.3985
1855	42035.16827
1856	42030.18762
1857	42019.34666
1858	42007.81936
1859	42000.44105
1860	41986.09846
1861	41972.02743
1862	41962.75941
1863	41955.25388
1864	41949.89005
1865	41944.98198
1866	41940.04627
1867	41932.0485
1868	41917.72218
1869	41910.12192
1870	41899.06666
1871	41891.69288
1872	41882.17492
1873	41870.80979
1874	41856.28345
1875	41848.8919
1876	41840.69049
1877	41836.62542
1878	41835.1712
1879	41832.61664
1880	41823.51348
1881	41816.02799
1882	41802.01157
1883	41792.0725
1884	41785.36363
1885	41770.16905
1886	41762.51556
1887	41758.30099
1888	41751.64885
1889	41741.2566
1890	41731.30084
1891	41716.60599
1892	41713.5394
1893	41701.85174
1894	41684.82476
1895	41676.04341
1896	41655.90111
1897	41633.56314
1898	41625.56539
1899	41620.40877
1900	41593.87684
1901	41585.87138
1902	41559.55924
1903	41551.06118
1904	41540.95432
1905	41527.10968
1906	41520.23533
1907	41513.0301
1908	41500.71376
1909	41497.40376
1910	41490.23838
1911	41483.88124
1912	41476.54156
1913	41467.47029
1914	41460.14937
1915	41453.56725
1916	41433.50649
1917	41427.59222
1918	41427.26306
1919	41408.45489
1920	41399.03631
1921	41391.593
1922	41389.76831
1923	41379.40279
1924	41365.76796
1925	41360.92139
1926	41353.14303
1927	41348.51249
1928	41343.90792
1929	41331.7988
1930	41331.51238
1931	41327.5239
1932	41321.3737
1933	41318.49127
1934	41311.62032
1935	41306.24067
1936	41298.86867
1937	41292.51343
1938	41285.23816
1939	41266.80179
1940	41258.48714
1941	41246.73823
1942	41239.67042
1943	41224.69028
1944	41210.00652
1945	41206.96759
1946	41198.47172
1947	41187.20793
1948	41181.6507
1949	41172.58316
1950	41161.66447
1951	41152.22762
1952	41147.3274
1953	41139.78649
1954	41127.13299
1955	41121.01304
1956	41109.08059
1957	41103.34732
1958	41084.28965
1959	41078.82635
1960	41068.23649
1961	41065.67154
1962	41061.56606
1963	41053.7279
1964	41038.63051
1965	41029.38843
1966	41027.46655
1967	41018.18338
1968	41007.45346
1969	41003.96185
1970	40988.11277
1971	40978.13649
1972	40976.61749
1973	40967.62369
1974	40958.22123
1975	40952.949
1976	40944.11209
1977	40932.9573
1978	40926.15942
1979	40920.77267
1980	40912.66494
1981	40905.48256
1982	40895.92269
1983	40887.66369
1984	40883.20285
1985	40868.95182
1986	40860.58387
1987	40846.46386
1988	40839.39825
1989	40822.79986
1990	40815.14256
1991	40808.04332
1992	40799.29693
1993	40787.34466
1994	40772.36876
1995	40765.15226
1996	40753.16394
1997	40742.12826
1998	40731.74965
1999	40721.82659
2000	40697.19404
2001	40688.29904
2002	40681.28088
2003	40676.24377
2004	40661.53778
2005	40650.14345
2006	40631.20824
2007	40622.45839
2008	40616.17832
2009	40606.06337
2010	40596.06188
2011	40589.48457
2012	40579.67796
2013	40561.67128
2014	40557.30125
2015	40544.10103
2016	40535.542
2017	40526.55788
2018	40514.06355
2019	40502.12444
2020	40491.47436
2021	40488.83772
2022	40477.5941
2023	40469.54878
2024	40463.00128
2025	40453.83078
2026	40442.64341
2027	40430.38997
2028	40423.14488
2029	40413.69934
2030	40407.66305
2031	40397.86788
2032	40392.29668
2033	40378.42405
2034	40370.58692
2035	40362.37702
2036	40351.50013
2037	40344.2896
2038	40323.10248
2039	40310.73703
2040	40310.11673
2041	40305.66455
2042	40287.52547
2043	40279.91129
2044	40267.57296
2045	40261.2044
2046	40252.04069
2047	40244.57612
2048	40240.8876
2049	40227.6195
2050	40201.65203
2051	40188.60197
2052	40181.61415
2053	40164.80459
2054	40145.86468
2055	40140.0965
2056	40132.83374
2057	40119.56779
2058	40111.43742
2059	40103.60474
2060	40097.21488
2061	40093.83979
2062	40086.40174
2063	40079.51937
2064	40071.70876
2065	40053.50786
2066	40048.08043
2067	40042.40504
2068	40033.6589
2069	40028.4092
2070	40021.90497
2071	40016.13556
2072	40003.40526
2073	39995.63432
2074	39988.60251
2075	39981.35343
2076	39969.45292
2077	39963.65509
2078	39959.92972
2079	39952.35517
2080	39946.09089
2081	39937.58058
2082	39919.78158
2083	39911.03835
2084	39901.36527
2085	39895.19743
2086	39887.41247
2087	39882.92038
2088	39877.01405
2089	39871.00889
2090	39865.22563
2091	39856.14756
2092	39848.18701
2093	39843.3157
2094	39838.49095
2095	39828.85976
2096	39819.64092
2097	39810.7719
2098	39797.13734
2099	39779.72459
2100	39770.94916
2101	39763.75578
2102	39761.0732
2103	39753.93121
2104	39746.91086
2105	39738.00092
2106	39730.48607
2107	39725.7881
2108	39715.64212
2109	39706.66123
2110	39705.85751
2111	39697.18783
2112	39683.36154
2113	39665.33536
2114	39652.82444
2115	39645.71322
2116	39637.75409
2117	39618.16926
2118	39608.49718
2119	39598.82121
2120	39592.28767
2121	39578.21592
2122	39569.12068
2123	39564.74875
2124	39552.68728
2125	39547.31026
2126	39541.33561
2127	39535.69587
2128	39518.39895
2129	39508.10867
2130	39503.90733
2131	39485.53423
2132	39478.83681
2133	39472.07493
2134	39466.58351
2135	39457.77101
2136	39446.21778
2137	39434.66121
2138	39431.35015
2139	39419.76752
2140	39407.76977
2141	39400.57729
2142	39391.34645
2143	39385.74019
2144	39382.23989
2145	39375.1451
2146	39373.33574
2147	39370.53554
2148	39364.79045
2149	39356.17035
2150	39349.88598
2151	39342.09563
2152	39336.94438
2153	39323.25422
2154	39318.64661
2155	39311.75524
2156	39307.00173
2157	39299.82578
2158	39288.68667
2159	39282.26977
2160	39271.14857
2161	39258.74604
2162	39251.71497
2163	39248.79244
2164	39245.98424
2165	39239.30528
2166	39232.09737
2167	39224.77913
2168	39211.72318
2169	39206.76655
2170	39198.95093
2171	39191.48069
2172	39184.14002
2173	39176.41034
2174	39168.61844
2175	39159.12079
2176	39139.69538
2177	39130.93324
2178	39121.26267
2179	39115.70571
2180	39114.40446
2181	39108.78483
2182	39100.13695
2183	39092.49524
2184	39089.25133
2185	39081.7397
2186	39075.39193
2187	39070.97756
2188	39059.16045
2189	39049.68246
2190	39047.06288
2191	39038.097
2192	39029.6591
2193	39017.53651
2194	39009.30866
2195	39001.81512
2196	38984.03139
2197	38976.39638
2198	38967.32422
2199	38952.7294
2200	38947.29591
2201	38934.41106
2202	38922.97593
2203	38911.0337
2204	38905.99073
2205	38893.46735
2206	38888.22316
2207	38884.45728
2208	38878.33972
2209	38871.24134
2210	38858.72185
2211	38849.83947
2212	38841.97648
2213	38831.35694
2214	38822.35699
2215	38817.90097
2216	38810.2358
2217	38803.11846
2218	38799.22547
2219	38782.45774
2220	38778.81354
2221	38772.29447
2222	38762.88644
2223	38756.90483
2224	38742.41351
2225	38737.31087
2226	38729.92407
2227	38720.86663
2228	38711.4177
2229	38703.03772
2230	38698.17644
2231	38693.09402
2232	38686.02132
2233	38678.38628
2234	38664.37328
2235	38657.93033
2236	38649.45841
2237	38642.91232
2238	38637.50989
2239	38629.31473
2240	38625.19823
2241	38617.81991
2242	38610.9393
2243	38599.51788
2244	38590.51973
2245	38587.93004
2246	38585.20011
2247	38574.2855
2248	38561.20883
2249	38551.49408
2250	38544.7759
2251	38540.66959
2252	38532.74542
2253	38524.49933
2254	38519.05412
2255	38508.08285
2256	38500.79526
2257	38493.03249
2258	38484.63621
2259	38477.5243
2260	38463.79941
2261	38451.0692
2262	38437.74921
2263	38432.79643
2264	38427.52578
2265	38415.01034
2266	38401.34468
2267	38383.35429
2268	38376.29959
2269	38368.30227
2270	38363.75528
2271	38346.54045
2272	38341.63047
2273	38337.93108
2274	38321.52249
2275	38313.30462
2276	38307.71315
2277	38299.01965
2278	38290.48943
2279	38281.96436
2280	38277.82274
2281	38274.3625
2282	38268.26734
2283	38263.65677
2284	38257.38009
2285	38243.69261
2286	38231.55381
2287	38221.24618
2288	38216.68542
2289	38208.63228
2290	38194.94576
2291	38188.66754
2292	38185.09193
2293	38178.14077
2294	38173.93209
2295	38164.76829
2296	38157.97253
2297	38155.39744
2298	38150.30823
2299	38141.92977
2300	38132.48779
2301	38126.14969
2302	38113.98114
2303	38105.68603
2304	38099.76968
2305	38087.67251
2306	38074.65505
2307	38058.94991
2308	38049.35357
2309	38039.35712
2310	38026.65624
2311	38022.10013
2312	38016.92618
2313	38012.66111
2314	38005.62579
2315	37995.0796
2316	37980.25658
2317	37973.25216
2318	37962.31575
2319	37954.22231
2320	37942.99979
2321	37935.96815
2322	37928.97753
2323	37923.49702
2324	37919.92417
2325	37913.71826
2326	37908.83519
2327	37902.22989
2328	37895.53502
2329	37889.18141
2330	37887.34662
2331	37865.28426
2332	37857.51287
2333	37850.03473
2334	37844.94782
2335	37826.98722
2336	37816.37642
2337	37811.19762
2338	37803.68266
2339	37798.23502
2340	37789.38476
2341	37782.30885
2342	37774.61896
2343	37770.70602
2344	37765.53264
2345	37756.24132
2346	37751.60508
2347	37747.57687
2348	37736.73362
2349	37730.92205
2350	37726.54848
2351	37717.99156
2352	37707.25118
2353	37701.09825
2354	37692.76264
2355	37685.06329
2356	37679.3474
2357	37670.22293
2358	37664.82368
2359	37659.88495
2360	37653.23988
2361	37648.11884
2362	37636.48308
2363	37628.08456
2364	37623.11839
2365	37613.29459
2366	37606.41803
2367	37596.17797
2368	37591.17532
2369	37583.22296
2370	37569.96656
2371	37563.18151
2372	37557.18493
2373	37554.4324
2374	37549.59775
2375	37546.4237
2376	37542.39747
2377	37534.4771
2378	37529.32389
2379	37521.93963
2380	37515.51388
2381	37509.89616
2382	37501.84719
2383	37495.33962
2384	37490.90198
2385	37486.26161
2386	37475.16963
2387	37467.79566
2388	37455.14688
2389	37447.39598
2390	37438.69466
2391	37428.42361
2392	37421.92286
2393	37416.8354
2394	37410.33273
2395	37407.26424
2396	37403.33618
2397	37396.75583
2398	37387.57907
2399	37380.17073
2400	37368.5496
2401	37366.14715
2402	37356.74771
2403	37351.14013
2404	37344.7701
2405	37331.41205
2406	37325.32484
2407	37315.59237
2408	37312.72385
2409	37308.52277
2410	37302.7457
2411	37294.31383
2412	37286.85344
2413	37281.11365
2414	37274.06134
2415	37262.03609
2416	37256.5116
2417	37247.98783
2418	37241.02876
2419	37231.51537
2420	37224.43121
2421	37214.16295
2422	37206.78065
2423	37198.18857
2424	37189.9905
2425	37183.06745
2426	37179.29691
2427	37168.48195
2428	37165.48098
2429	37154.24796
2430	37145.15166
2431	37143.16599
2432	37139.49511
2433	37124.93397
2434	37115.92694
2435	37112.44825
2436	37100.84302
2437	37095.22062
2438	37085.6385
2439	37077.77287
2440	37073.75391
2441	37063.62515
2442	37059.10559
2443	37057.99675
2444	37054.57391
2445	37044.98418
2446	37037.39958
2447	37031.97909
2448	37023.43478
2449	37019.01113
2450	37009.49589
2451	37008.01206
2452	36997.22017
2453	36995.25373
2454	36988.82081
2455	36984.85671
2456	36973.16535
2457	36960.40141
2458	36957.91151
2459	36951.25984
2460	36945.64052
2461	36940.66598
2462	36935.01081
2463	36928.02
2464	36920.18255
2465	36915.25422
2466	36909.63607
2467	36905.82046
2468	36899.16008
2469	36892.03795
2470	36886.01287
2471	36880.25674
2472	36875.83689
2473	36868.96446
2474	36862.26545
2475	36847.57976
2476	36843.64762
2477	36842.29566
2478	36837.88627
2479	36829.47451
2480	36819.28275
2481	36813.03716
2482	36799.20761
2483	36789.74618
2484	36782.00067
2485	36775.33105
2486	36770.45401
2487	36761.73611
2488	36756.10786
2489	36751.19656
2490	36744.72178
2491	36739.30671
2492	36734.38184
2493	36720.53825
2494	36714.1165
2495	36707.83628
2496	36703.97915
2497	36690.13041
2498	36684.11341
2499	36678.07553
2500	36674.25818
2501	36660.78918
2502	36652.01823
2503	36643.96731
2504	36639.66116
2505	36636.63078
2506	36630.513
2507	36624.7433
2508	36614.27734
2509	36609.66367
2510	36597.92894
2511	36588.88342
2512	36583.90132
2513	36569.14876
2514	36565.96818
2515	36561.10862
2516	36550.34298
2517	36544.93569
2518	36541.36176
2519	36536.45269
2520	36519.84184
2521	36513.73839
2522	36507.76679
2523	36505.13192
2524	36498.93648
2525	36496.29613
2526	36483.76752
2527	36474.30712
2528	36464.16757
2529	36456.72178
2530	36449.22201
2531	36440.04052
2532	36433.03116
2533	36425.58476
2534	36415.23798
2535	36409.69859
2536	36403.51815
2537	36396.42326
2538	36389.6981
2539	36373.46343
2540	36364.22103
2541	36351.39631
2542	36344.83976
2543	36339.39626
2544	36336.40758
2545	36329.22678
2546	36322.28647
2547	36312.57056
2548	36305.73343
2549	36294.90535
2550	36278.42545
2551	36271.29
2552	36259.3933
2553	36252.89827
2554	36237.2694
2555	36232.21879
2556	36223.73096
2557	36217.43495
2558	36208.80614
2559	36203.06793
2560	36191.34309
2561	36184.79361
2562	36177.63545
2563	36169.99726
2564	36157.74022
2565	36155.78921
2566	36146.77939
2567	36144.56174
2568	36139.75049
2569	36133.27973
2570	36123.85329
2571	36120.07102
2572	36116.46788
2573	36112.28571
2574	36103.86513
2575	36097.39408
2576	36087.7231
2577	36082.21557
2578	36077.09113
2579	36068.5878
2580	36060.29413
2581	36053.89554
2582	36047.65921
2583	36038.00246
2584	36029.10247
2585	36026.88414
2586	36019.22511
2587	36011.52785
2588	36006.43816
2589	36001.9191
2590	35986.67256
2591	35980.26864
2592	35977.90341
2593	35971.56467
2594	35966.15907
2595	35962.48112
2596	35951.67928
2597	35945.21871
2598	35942.69253
2599	35937.67497
2600	35932.96876
2601	35926.05307
2602	35919.25541
2603	35916.37516
2604	35911.77474
2605	35907.27555
2606	35902.84354
2607	35899.11027
2608	35897.11966
2609	35891.12283
2610	35883.32774
2611	35876.26174
2612	35870.50964
2613	35862.61036
2614	35857.29414
2615	35851.77462
2616	35847.29618
2617	35843.49213
2618	35836.20088
2619	35825.79684
2620	35818.60672
2621	35810.91711
2622	35804.69369
2623	35800.51101
2624	35789.979
2625	35783.12265
2626	35772.24419
2627	35766.82736
2628	35760.33717
2629	35747.64605
2630	35741.86531
2631	35731.98882
2632	35728.59569
2633	35723.38639
2634	35716.47832
2635	35708.92022
2636	35704.86102
2637	35695.62241
2638	35688.24545
2639	35677.777
2640	35672.40645
2641	35663.96911
2642	35661.02008
2643	35649.85502
2644	35646.00199
2645	35636.93054
2646	35631.14459
2647	35623.91021
2648	35615.35096
2649	35607.08333
2650	35598.63254
2651	35589.59493
2652	35582.35346
2653	35575.25426
2654	35568.14783
2655	35560.94004
2656	35556.55855
2657	35548.66998
2658	35539.84682
2659	35538.22335
2660	35532.91781
2661	35521.32199
